id,requirement,minimum_acceptance,status,owner_role,named_owner,release_baseline,verification_method,implementation,stored_evidence,limitations,production_acceptance
NFR-PRV-001,Personal data collection SHALL be purpose-limited and minimised by default.,Data inventory and DPIA.,BLOCKED_EXTERNAL,Privacy/legal owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic data/minimisation defaults and logical retention only. Legal basis, DPIA, regional contracts, full deletion and biometric hardware evidence require external review/integration.",NOT_APPROVED
NFR-PRV-002,"The system SHALL support regional processing, customer-hosted gates and configurable retention.",Deployment and retention tests.,PARTIAL,Privacy/legal owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic data/minimisation defaults and logical retention only. Legal basis, DPIA, regional contracts, full deletion and biometric hardware evidence require external review/integration.",NOT_APPROVED
NFR-PRV-003,Biometric templates used to unlock local keys SHALL remain in the platform authenticator where supported and SHALL not be ingested by Invariant.,Architecture and device API verification.,BLOCKED_EXTERNAL,Privacy/legal owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic data/minimisation defaults and logical retention only. Legal basis, DPIA, regional contracts, full deletion and biometric hardware evidence require external review/integration.",NOT_APPROVED
NFR-PRV-004,"Employee monitoring features SHALL be disabled by default and require lawful basis, transparency and separate configuration.",Product configuration and legal review.,PARTIAL,Privacy/legal owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic data/minimisation defaults and logical retention only. Legal basis, DPIA, regional contracts, full deletion and biometric hardware evidence require external review/integration.",NOT_APPROVED
NFR-PRV-005,Data subject and customer deletion workflows SHALL preserve legally required integrity metadata only where justified.,Deletion test and policy.,PARTIAL,Privacy/legal owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic data/minimisation defaults and logical retention only. Legal basis, DPIA, regional contracts, full deletion and biometric hardware evidence require external review/integration.",NOT_APPROVED
NFR-OPS-001,All production changes SHALL use reviewed infrastructure-as-code or equivalent controlled configuration.,Change evidence.,BLOCKED_EXTERNAL,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md; deploy/,docs/PRODUCTION-ACCEPTANCE.md,"Runbook and staging templates are supplied, but no assigned production account, operational staff, incident system or live release/DR exercise exists.",NOT_APPROVED
NFR-OPS-002,"Operational runbooks SHALL cover certificate failure, target uncertainty, gate outage, key compromise, tenant isolation incident and recovery.",Runbook exercise.,PARTIAL,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md; deploy/,docs/PRODUCTION-ACCEPTANCE.md,"Runbook and staging templates are supplied, but no assigned production account, operational staff, incident system or live release/DR exercise exists.",NOT_APPROVED
NFR-OPS-003,"High-severity alerts SHALL have defined ownership, acknowledgement and escalation SLOs.",On-call test.,NOT_IMPLEMENTED,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md; deploy/,docs/PRODUCTION-ACCEPTANCE.md,"Runbook and staging templates are supplied, but no assigned production account, operational staff, incident system or live release/DR exercise exists.",NOT_APPROVED
NFR-OPS-004,"Customer-visible incidents SHALL be tracked from detection through containment, recovery, root cause and corrective action.",Incident record template.,NOT_IMPLEMENTED,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md; deploy/,docs/PRODUCTION-ACCEPTANCE.md,"Runbook and staging templates are supplied, but no assigned production account, operational staff, incident system or live release/DR exercise exists.",NOT_APPROVED
NFR-OPS-005,"The platform SHALL support safe staged rollout, canary deployment and immediate rollback of software while preserving policy/key integrity.",Release drill.,NOT_IMPLEMENTED,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md; deploy/,docs/PRODUCTION-ACCEPTANCE.md,"Runbook and staging templates are supplied, but no assigned production account, operational staff, incident system or live release/DR exercise exists.",NOT_APPROVED
NFR-MNT-001,Public and internal interfaces SHALL be versioned and backward compatibility documented.,API compatibility test.,PARTIAL,Maintainer/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/API.md; reports/sbom.cdx.json,docs/PRODUCTION-ACCEPTANCE.md,"Versioned engineering API and runtime inventory are supplied; human ownership, full dual certificate/policy conformance, lifecycle notices and release process are incomplete.",NOT_APPROVED
NFR-MNT-002,Core policy and certificate formats SHALL have independent test vectors and at least two verifier implementations before high-assurance GA.,Cross-implementation conformance.,PARTIAL,Maintainer/release owner,Not assigned; required before production,R2,Automated test / simulation,docs/API.md; reports/sbom.cdx.json,tests/extended-security.test.mjs; reports/tests.tap; reports/final-regression.tap,"Versioned engineering API and runtime inventory are supplied; human ownership, full dual certificate/policy conformance, lifecycle notices and release process are incomplete.",NOT_APPROVED
NFR-MNT-003,The codebase SHALL maintain a software bill of materials and dependency ownership.,SBOM and update workflow.,PARTIAL,Maintainer/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/API.md; reports/sbom.cdx.json,docs/PRODUCTION-ACCEPTANCE.md,"Versioned engineering API and runtime inventory are supplied; human ownership, full dual certificate/policy conformance, lifecycle notices and release process are incomplete.",NOT_APPROVED
NFR-MNT-004,Security-critical components SHALL have explicit maintainers and review requirements.,Repository policy.,BLOCKED_EXTERNAL,Maintainer/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/API.md; reports/sbom.cdx.json,docs/PRODUCTION-ACCEPTANCE.md,"Versioned engineering API and runtime inventory are supplied; human ownership, full dual certificate/policy conformance, lifecycle notices and release process are incomplete.",NOT_APPROVED
NFR-MNT-005,Deprecated connector or schema versions SHALL have announced end-of-support and safe migration.,Lifecycle record.,NOT_IMPLEMENTED,Maintainer/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/API.md; reports/sbom.cdx.json,docs/PRODUCTION-ACCEPTANCE.md,"Versioned engineering API and runtime inventory are supplied; human ownership, full dual certificate/policy conformance, lifecycle notices and release process are incomplete.",NOT_APPROVED
NFR-USA-001,Routine users SHOULD complete ordinary protected work without learning cryptographic concepts.,Usability test.,BLOCKED_EXTERNAL,Product/accessibility researcher,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,web/; docs/WORKFLOWS.md,docs/PRODUCTION-ACCEPTANCE.md,"No browser, accessibility audit or independent human comprehension/usability study was available.",NOT_APPROVED
NFR-USA-002,"Critical approval comprehension SHALL be tested for amount, destination, changed state and consequences.",User study threshold.,BLOCKED_EXTERNAL,Product/accessibility researcher,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,web/; docs/WORKFLOWS.md,docs/PRODUCTION-ACCEPTANCE.md,"No browser, accessibility audit or independent human comprehension/usability study was available.",NOT_APPROVED
NFR-USA-003,"Accessibility SHALL target WCAG 2.2 AA for ordinary interfaces, with documented constraints for trusted hardware UI.",Accessibility audit.,BLOCKED_EXTERNAL,Product/accessibility researcher,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,web/; docs/WORKFLOWS.md,docs/PRODUCTION-ACCEPTANCE.md,"No browser, accessibility audit or independent human comprehension/usability study was available.",NOT_APPROVED
NFR-USA-004,Operators SHALL be able to explain every deterministic decision from stored inputs and policy.,Decision replay.,PARTIAL,Product/accessibility researcher,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,web/; docs/WORKFLOWS.md,docs/PRODUCTION-ACCEPTANCE.md,"No browser, accessibility audit or independent human comprehension/usability study was available.",NOT_APPROVED
NFR-CMP-001,"The platform SHALL maintain a control map to NIST CSF, ISO 27001, GDPR security/privacy-by-design obligations and applicable customer-sector requirements.",Current control matrix.,BLOCKED_EXTERNAL,Qualified legal/compliance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/PRODUCTION-ACCEPTANCE.md; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"No certification, legal opinion, executed compliance mapping, disclosure operation or sector/regulatory assessment is claimed.",NOT_APPROVED
NFR-CMP-002,"Compliance mappings SHALL be labelled support evidence, not automatic certification.",Legal/marketing review.,PARTIAL,Qualified legal/compliance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/PRODUCTION-ACCEPTANCE.md; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"No certification, legal opinion, executed compliance mapping, disclosure operation or sector/regulatory assessment is claimed.",NOT_APPROVED
NFR-CMP-003,"Vulnerability reporting, coordinated disclosure and product security update processes SHALL be operational before public beta.",Published policy and internal workflow.,BLOCKED_EXTERNAL,Qualified legal/compliance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/PRODUCTION-ACCEPTANCE.md; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"No certification, legal opinion, executed compliance mapping, disclosure operation or sector/regulatory assessment is claimed.",NOT_APPROVED
NFR-CMP-004,"Security-relevant product changes SHALL be assessed for CRA, NIS2, DORA, AI Act and sector impact as applicable.",Release compliance checklist.,BLOCKED_EXTERNAL,Qualified legal/compliance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/PRODUCTION-ACCEPTANCE.md; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"No certification, legal opinion, executed compliance mapping, disclosure operation or sector/regulatory assessment is claimed.",NOT_APPROVED
NFR-TST-001,"Every SHALL requirement SHALL map to at least one test, inspection, analysis or demonstration method.",Traceability export.,PARTIAL,Independent verification/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,tests/; reports/tests.tap; docs/requirements.csv,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic software and adversarial evidence is included; independent red team, real target tests and signed production acceptance remain unclosed.",NOT_APPROVED
NFR-TST-002,"Release acceptance SHALL include adversarial bypass testing, not only expected-path tests.",Red-team report.,PARTIAL,Independent verification/release owner,Not assigned; required before production,R2,Automated test / simulation,tests/; reports/tests.tap; docs/requirements.csv,tests/http-concurrency-ui.test.mjs; reports/tests.tap; reports/final-regression.tap,"Synthetic software and adversarial evidence is included; independent red team, real target tests and signed production acceptance remain unclosed.",NOT_APPROVED
NFR-TST-003,Production-like test data SHALL be synthetic or lawfully controlled and isolated.,Test-data review.,PARTIAL,Independent verification/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,tests/; reports/tests.tap; docs/requirements.csv,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic software and adversarial evidence is included; independent red team, real target tests and signed production acceptance remain unclosed.",NOT_APPROVED
NFR-TST-004,Known critical or high-severity exploitable findings SHALL block release unless formally accepted under documented exceptional governance.,Release gate evidence.,BLOCKED_EXTERNAL,Independent verification/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,tests/; reports/tests.tap; docs/requirements.csv,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic software and adversarial evidence is included; independent red team, real target tests and signed production acceptance remain unclosed.",NOT_APPROVED
